text,language,category,severity
"कृपया मदद करें, कचरे की हल्की सफाई की जरूरत है हमारे इलाके में।",hi,garbage,low
এলাকাটি একবার পরিদর্শন করার অনুরোধ রইল বাসস্ট্যান্ডের কাছে।,bn,other,low
Landslide ki wajah se road ka part block ho gaya hai school ke paas.,hinglish,landslide,medium
Deep water road par bhar gaya hai aur vehicles doob rahe hain bus stand ke paas.,hinglish,waterlogging,high
Severe waterlogging has trapped residents near the railway station.,en,waterlogging,critical
Kachre ke chote pile me minor aag lagi hai community center ke paas.,hinglish,fire,low
"Kindly check, There is a small pothole near the bus stand.",en,road_damage,low
"तुरंत कार्रवाई करें, सड़क पर काफी पानी भर गया है अस्पताल के पास।",hi,waterlogging,medium
The entire locality has no safe drinking water near the railway station.,en,water_supply,critical
सड़क की हल्की मरम्मत की आवश्यकता है बस स्टैंड के पास।,hi,road_damage,low
"अत्यंत गंभीर आपातकालीन स्थिति उत्पन्न हो गई है, तुरंत सरकारी मदद चाहिए अस्पताल के पास।",hi,other,critical
Yahan thoda litter jama ho gaya hai gaon ke entrance par.,hinglish,garbage,low
मलबा और पत्थर सड़क पर आ गए हैं रिहायशी इलाके में।,hi,landslide,medium
Sadak ki haalat kharab hai gaon ke entrance par.,hinglish,road_damage,medium
जरूरी शिकायत: सड़क किनारे थोड़ा सा कचरा पड़ा हुआ है अस्पताल के पास।,hi,garbage,low
Kuch waste pada hai jise clean karna chahiye residential area mein.,hinglish,garbage,low
Sewage aur drain ka filthy water logon ke houses ke andar ghus gaya hai bus stand ke paas.,hinglish,drainage,critical
"Urgent hai, Severe public issue create ho gaya hai aur residents bahut affected hain railway station ke paas.",hinglish,other,high
"Road completely destroy ho gayi hai, immediate danger hai main road par.",hinglish,road_damage,critical
"बाढ़ जैसा पानी घरों और दुकानों में घुस गया है, बचाव कार्य जरूरी सामुदायिक केंद्र के पास।",hi,waterlogging,critical
জনসেবামূলক সমস্যায় মানুষ ভোগান্তিতে পড়েছে আমাদের এলাকায়।,bn,other,medium
"দয়া করে বিষয়টি দেখুন, পুরো ভবন সম্পূর্ণ ধসে পড়েছে, জরুরি উদ্ধার কাজ শুরু করুন হাসপাতালের কাছে।",bn,building_damage,critical
"Kindly check, The entire street is heavily waterlogged near the school.",en,waterlogging,high
